processed_at,status,business_name,city,category,website,domain,best_email,all_emails,email_source_url,pages_checked,checked_urls,reason,source_url,google_maps_url,place_id
2026-06-18T21:42:29Z,found,alppasa.com,,,https://alppasa.com,alppasa.com,info@alppasa.com,info@alppasa.com,https://alppasa.com/tr/,3,https://alppasa.com/tr/ | https://alppasa.com/tr/tr-hakkimizda/ | https://alppasa.com/tr/tr-iletisim/,source_visible_email_found,,,
2026-06-18T21:43:48Z,found,bilemotel.com,,,https://bilemotel.com,bilemotel.com,info@bilemotel.com,info@bilemotel.com,https://bilemotel.com/,6,https://bilemotel.com/ | https://bilemotel.com/about/ | https://bilemotel.com/contacts/ | https://bilemotel.com/booking/ | https://bilemotel.com/guest-account/ | https://bilemotel.com/contacts/,source_visible_email_found,,,
2026-06-18T21:43:52Z,failed,oscargardens.com,,,https://oscargardens.com,oscargardens.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:43:52Z,failed,marriott.com,,,https://marriott.com,marriott.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:43:52Z,found,kosaotelantalya.com,,,https://kosaotelantalya.com,kosaotelantalya.com,info@kosaotel.com,info@kosaotel.com,https://kosaotelantalya.com/,7,https://kosaotelantalya.com/ | https://kosaotelantalya.com/contacts/ | https://kosaotelantalya.com/guest-account/ | https://kosaotelantalya.com/about/ | https://kosaotelantalya.com/booking/ | https://kosaotelantalya.com/privacy-policy/ | https://kosaotelantalya.com/business-policy/,source_visible_email_found,,,
2026-06-18T21:43:57Z,failed,adamaparthotel.com,,,https://adamaparthotel.com,adamaparthotel.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:44:33Z,found,citymoonlightapartotel.com,,,https://citymoonlightapartotel.com,citymoonlightapartotel.com,info@citymoonlighthotel.com,info@citymoonlighthotel.com;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,https://www.citymoonlightapartotel.com/,4,https://www.citymoonlightapartotel.com/ | https://www.citymoonlightapartotel.com/hakkimizda | https://www.citymoonlightapartotel.com/iletisim | https://www.citymoonlightapartotel.com/iletisim,source_visible_email_found,,,
2026-06-18T21:44:38Z,no_email,soloantalya.com,,,https://soloantalya.com,soloantalya.com,,,,1,https://solo-boutique-hotel.hotelrunner.com/bv3/search,no_source_visible_email,,,
2026-06-18T21:44:44Z,failed,leticiaapartotel.com,,,https://leticiaapartotel.com,leticiaapartotel.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:44:45Z,found,thelittleprincehotel.com,,,https://thelittleprincehotel.com,thelittleprincehotel.com,info@thelittleprince.com,thelittleprincehotels@gmail.com;thelittleprinceotel@gmail.com;info@thelittleprince.com,https://thelittleprincehotel.com/index2.php,3,https://thelittleprincehotel.com/ | https://thelittleprincehotel.com/index3.php | https://thelittleprincehotel.com/index2.php,source_visible_email_found,,,
2026-06-18T21:44:51Z,failed,kulturpansiyon.net,,,https://kulturpansiyon.net,kulturpansiyon.net,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:44:52Z,no_email,larahakanpansiyon.com,,,https://larahakanpansiyon.com,larahakanpansiyon.com,,,,1,http://larahakanpansiyon.com/,no_source_visible_email,,,
2026-06-18T21:44:57Z,found,losttowninnhotel.com,,,https://losttowninnhotel.com,losttowninnhotel.com,info@losttowninnhotel.com,info@losttowninnhotel.com,https://losttowninnhotel.com/,4,https://losttowninnhotel.com/ | https://losttowninnhotel.com/about | https://losttowninnhotel.com/contacts | https://losttowninnhotel.com/sustainable-policy,source_visible_email_found,,,
2026-06-18T21:45:04Z,found,cosysuitehotel.com,,,https://cosysuitehotel.com,cosysuitehotel.com,cosysuite@outlook.com,cosysuite@outlook.com,https://cosysuitehotel.com/,6,https://cosysuitehotel.com/ | https://cosysuitehotel.com/about/ | https://cosysuitehotel.com/contacts/ | https://cosysuitehotel.com/booking/ | https://cosysuitehotel.com/privacy-policy/ | https://cosysuitehotel.com/business-policy/,source_visible_email_found,,,
2026-06-18T21:45:08Z,found,mihotelboutique.com,,,https://mihotelboutique.com,mihotelboutique.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,https://www.mihotelboutique.com/,2,https://www.mihotelboutique.com/ | https://www.mihotelboutique.com/booking-engine,source_visible_email_found,,,
2026-06-18T21:45:14Z,failed,arslanbutik.com,,,https://arslanbutik.com,arslanbutik.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:45:14Z,failed,nurerapartotel.com,,,https://nurerapartotel.com,nurerapartotel.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:45:51Z,found,villacitronella.com.tr,,,https://villacitronella.com.tr,villacitronella.com.tr,info@villacitronella.com.tr,info@villacitronella.com.tr,https://villacitronella.com.tr/iletisim/,4,https://villacitronella.com.tr/ | https://villacitronella.com.tr/hakkimizda/ | https://villacitronella.com.tr/iletisim/ | https://villacitronella.com.tr/iletisim/,source_visible_email_found,,,
2026-06-18T21:46:04Z,failed,coralisresort.com,,,https://coralisresort.com,coralisresort.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:46:04Z,found,thelifeco.com,,,https://thelifeco.com,thelifeco.com,info@thelifeco.com,info@thelifeco.com;bodrum@thelifeco.com;antalya@thelifeco.com;phuket@thelifeco.com;jobs@thelifeco.com;shop@thelifeco.com,https://www.thelifeco.com/en/,7,https://www.thelifeco.com/en/ | https://www.thelifeco.com/en/about-us/the-lifeco-testimonials/ | https://www.thelifeco.com/en/corporate-projects/ | https://www.thelifeco.com/en/about-us/ | https://www.thelifeco.com/en/about-us/contact-us/ | https://www.thelifeco.com/en/website-privacy-policy/ | https://www.thelifeco.com/en/cookie-policy/,source_visible_email_found,,,
2026-06-18T21:46:16Z,found,noasboutiquehotel.com,,,https://noasboutiquehotel.com,noasboutiquehotel.com,info@noasboutiquehotel.com,info@noasboutiquehotel.com,https://noasboutiquehotel.com/,8,https://noasboutiquehotel.com/ | https://noasboutiquehotel.com/tr/hakkimizda | https://noasboutiquehotel.com/tr/iletisim | https://noasboutiquehotel.com/tr/ | https://noasboutiquehotel.com/tr/kvkk-aydinlatma-metni | https://noasboutiquehotel.com/ | https://noasboutiquehotel.com/ | https://noasboutiquehotel.com/,source_visible_email_found,,,
2026-06-18T21:46:28Z,no_email,go2otel.com,,,https://go2otel.com,go2otel.com,,,,8,http://go2otel.com/ | http://go2otel.com/contact | http://go2otel.com/contact-us | http://go2otel.com/contacts | http://go2otel.com/iletisim | http://go2otel.com/ileti%C5%9Fim | http://go2otel.com/tr/iletisim | http://go2otel.com/tr/ileti%C5%9Fim,no_source_visible_email,,,
2026-06-18T21:46:31Z,failed,gigeskinghotel.com,,,https://gigeskinghotel.com,gigeskinghotel.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:46:31Z,found,koskbutikotel.com,,,https://koskbutikotel.com,koskbutikotel.com,info@koskbutikotel.com,info@koskbutikotel.com,https://koskbutikotel.com/,6,https://koskbutikotel.com/ | https://www.koskbutikotel.com/tr/about | https://www.koskbutikotel.com/tr/contact | https://koskbutikotel.com/contact.php | https://koskbutikotel.com/about.php | https://koskbutikotel.com/tr/contact,source_visible_email_found,,,
2026-06-18T21:46:38Z,no_email,dervishsguesthouse.com,,,https://dervishsguesthouse.com,dervishsguesthouse.com,,,,1,https://www.dervishsguesthouse.com/,no_source_visible_email,,,
2026-06-18T21:46:47Z,found,davidsonboutiquehotel.com.tr,,,https://davidsonboutiquehotel.com.tr,davidsonboutiquehotel.com.tr,info@davidsonboutiquehotel.com.tr,info@davidsonboutiquehotel.com.tr,https://davidsonboutiquehotel.com.tr/,4,https://davidsonboutiquehotel.com.tr/ | https://davidsonboutiquehotel.com.tr/hakkimizda/ | https://davidsonboutiquehotel.com.tr/iletisim/ | http://davidsonboutiquehotel.com.tr/iletisim/,source_visible_email_found,,,
2026-06-18T21:49:39Z,failed,zeynelhotel.com.tr,,,https://zeynelhotel.com.tr,zeynelhotel.com.tr,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:49:59Z,failed,comfortyshotelresortspa.com,,,https://comfortyshotelresortspa.com,comfortyshotelresortspa.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:49:59Z,found,derinsuitotel.eatbu.com,,,https://derinsuitotel.eatbu.com,derinsuitotel.eatbu.com,derinotel07@gmail.com,derinotel07@gmail.com,https://derinsuitotel.eatbu.com/?lang=en,1,https://derinsuitotel.eatbu.com/?lang=en,source_visible_email_found,,,
2026-06-18T21:50:06Z,found,bluemarinahotel.com,,,https://bluemarinahotel.com,bluemarinahotel.com,reservation@bluemarinahotel.com,reservation@bluemarinahotel.com,http://www.bluemarinahotel.com/,4,http://www.bluemarinahotel.com/ | https://bluemarina-hotel.hotelrunner.com/bv3/search | http://www.bluemarinahotel.com/pages/about-us | http://www.bluemarinahotel.com/pages/contact,source_visible_email_found,,,
2026-06-18T21:50:12Z,found,antalyapmem.pol.tr,,,https://antalyapmem.pol.tr,antalyapmem.pol.tr,antalyapmem@egm.gov.tr,antalyapmem@egm.gov.tr,https://antalyapmem.pol.tr/iletisim,4,https://antalyapmem.pol.tr/ | https://antalyapmem.pol.tr/hakkimizda | https://antalyapmem.pol.tr/iletisim | https://antalyapmem.pol.tr/Hata/NotFound,source_visible_email_found,,,
2026-06-18T21:50:23Z,found,ringhotel.com.tr,,,https://ringhotel.com.tr,ringhotel.com.tr,reservation@ringhotel.com.tr,reservation@ringhotel.com.tr,http://www.ringhotel.com.tr/,3,http://www.ringhotel.com.tr/ | http://www.ringhotel.com.tr/pages/about-us | http://www.ringhotel.com.tr/pages/contact,source_visible_email_found,,,
2026-06-18T21:50:30Z,found,hotelsu.com.tr,,,https://hotelsu.com.tr,hotelsu.com.tr,info@hotelsu.com.tr,info@hotelsu.com.tr,https://www.hotelsu.com.tr/,1,https://www.hotelsu.com.tr/,source_visible_email_found,,,
2026-06-18T21:50:40Z,failed,hilton.com,,,https://hilton.com,hilton.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:50:59Z,found,luckymonkeyhotel.com,,,https://luckymonkeyhotel.com,luckymonkeyhotel.com,fo@luckymonkeyhotel.com,fo@luckymonkeyhotel.com,https://www.luckymonkeyhotel.com/,1,https://www.luckymonkeyhotel.com/,source_visible_email_found,,,
2026-06-18T21:51:06Z,found,oldtownpointhotel.com,,,https://oldtownpointhotel.com,oldtownpointhotel.com,reservation@oldtownpointhotel.com,reservation@oldtownpointhotel.com,https://oldtownpointhotel.com/,4,https://oldtownpointhotel.com/ | https://oldtownpointhotel.com/about.html | https://oldtownpointhotel.com/contact.html | https://oldtownpointhotel.com/privacy.html,source_visible_email_found,,,
2026-06-18T21:51:11Z,found,bbusinesshotel.com,,,https://bbusinesshotel.com,bbusinesshotel.com,reservation@bbusinesshotel.com,reservation@bbusinesshotel.com,https://bbusinesshotel.com/,4,https://bbusinesshotel.com/ | https://www.bbusinesshotel.com/hakkimizda.php | https://www.bbusinesshotel.com/iletisim.php | https://www.bbusinesshotel.com/reservation.php,source_visible_email_found,,,
2026-06-18T21:51:22Z,found,adonishotel.com,,,https://adonishotel.com,adonishotel.com,sales@adonishotel.com,reservation@adonishotel.com.tr;adonis@adonishotel.com;sales@adonishotel.com,https://www.adonishotel.com/tr/mesafeli-satis-sozlesmesi,5,https://www.adonishotel.com/ | https://www.adonishotel.com/tr/iletisim-konum | https://www.adonishotel.com/tr/kvkk | https://www.adonishotel.com/tr/hizmet-satis-sozlesmesi | https://www.adonishotel.com/tr/mesafeli-satis-sozlesmesi,source_visible_email_found,,,
2026-06-18T21:51:37Z,found,elipsroyal.com,,,https://elipsroyal.com,elipsroyal.com,info@elipsroyal.com,info@elipsroyal.com,https://elipsroyal.com/,6,https://elipsroyal.com/ | https://elipsroyal.com/index.php | https://www.elipsroyal.com?404 | https://www.elipsroyal.com?404 | https://www.elipsroyal.com?404 | https://www.elipsroyal.com?404,source_visible_email_found,,,
2026-06-18T21:51:49Z,failed,bluegardenhotel.com,,,https://bluegardenhotel.com,bluegardenhotel.com,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:51:49Z,found,tema242hotel.com,,,https://tema242hotel.com,tema242hotel.com,info@tema242hotel.com,info@tema242hotel.com;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com;c183baa23371454f99f417f6616b724d@sentry.wixpress.com;9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com;460ff4620fa44cba8df530afde949785@sentry.wixpress.com;ed436f5053144538958ad06a5005e99a@sentry.wixpress.com;18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com;1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com;2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com;78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com;bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com;271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com;5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com;rezervasyon@tema242hotel.com;ornek@sitem.com,https://www.tema242hotel.com/,3,https://www.tema242hotel.com/ | https://www.tema242hotel.com/hakk%C4%B1m%C4%B1zda | https://www.tema242hotel.com/i%CC%87leti%C5%9Fim,source_visible_email_found,,,
2026-06-18T21:51:54Z,found,skybusinesshotel.com,,,https://skybusinesshotel.com,skybusinesshotel.com,info@skybusinesshotel.com,info@skybusinesshotel.com;rezervasyon@skybusinesshotel.com;banketsatis@skybusinesshotel.com;kvkk@skybusinesshotel.com,http://skybusinesshotel.com/,4,http://skybusinesshotel.com/ | http://skybusinesshotel.com/about-us.html | http://skybusinesshotel.com/contact.html | http://skybusinesshotel.com/kvkk.html,source_visible_email_found,,,
2026-06-18T21:51:59Z,found,latanyapalm.com,,,https://latanyapalm.com,latanyapalm.com,reservation@latanyapalm.com,reservation@latanyapalm.com;sales@latanyapalm.com;gm@latanyapalm.com,https://www.latanyapalm.com/tr,8,https://www.latanyapalm.com/tr | https://www.latanyapalm.com/tr/kurumsal/hakkimizda.html | https://www.latanyapalm.com/tr/kurumsal/misyon-vizyon.html | https://www.latanyapalm.com/tr/kurumsal/kalite-politikamiz.html | https://www.latanyapalm.com/tr/kurumsal/sertifikalarimiz.html | https://www.latanyapalm.com/tr/iletisim.html | https://www.latanyapalm.com/tr/kurumsal | https://www.latanyapalm.com/tr/kvkk/surdurulebilirlik.html,source_visible_email_found,,,
2026-06-18T21:52:05Z,found,kristalhotel.com.tr,,,https://kristalhotel.com.tr,kristalhotel.com.tr,info@kristalhotel.com.tr,info@kristalhotel.com.tr;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com;8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com;5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,https://www.kristalhotel.com.tr/,2,https://www.kristalhotel.com.tr/ | https://www.kristalhotel.com.tr/about,source_visible_email_found,,,
2026-06-18T21:52:13Z,no_email,exporoyalhotel.com,,,https://exporoyalhotel.com,exporoyalhotel.com,,,,8,https://exporoyalhotel.com/ | https://exporoyalhotel.com/contact | https://exporoyalhotel.com/contact-us | https://exporoyalhotel.com/contacts | https://exporoyalhotel.com/iletisim | https://exporoyalhotel.com/ileti%C5%9Fim | https://exporoyalhotel.com/tr/iletisim | https://exporoyalhotel.com/tr/ileti%C5%9Fim,no_source_visible_email,,,
2026-06-18T21:52:17Z,no_email,antalyabusinesshotel.com,,,https://antalyabusinesshotel.com,antalyabusinesshotel.com,,,,2,https://www.antalyabusinesshotel.com/ | https://www.antalyabusinesshotel.com/antalya-business-hotel/tr/iletisim,no_source_visible_email,,,
2026-06-18T21:52:30Z,found,anellihotel.com,,,https://anellihotel.com,anellihotel.com,info@anellihotel.com,info@anellihotel.com,https://anellihotel.com/,4,https://anellihotel.com/ | https://www.anellihotel.com/hakkimizda.php | https://www.anellihotel.com/iletisim.php | https://www.anellihotel.com/reservation.php,source_visible_email_found,,,
2026-06-18T21:52:39Z,found,ayhanhotel.com.tr,,,https://ayhanhotel.com.tr,ayhanhotel.com.tr,rezervasyon@ayhanhotel.com.tr,rezervasyon@ayhanhotel.com.tr,https://www.ayhanhotel.com.tr/,4,https://www.ayhanhotel.com.tr/ | https://www.ayhanhotel.com.tr/pages/about | https://www.ayhanhotel.com.tr/pages/contact | https://www.ayhanhotel.com.tr/pages/privacy-policy,source_visible_email_found,,,
2026-06-18T21:52:46Z,no_email,ruinadalia.com.tr,,,https://ruinadalia.com.tr,ruinadalia.com.tr,,,,1,https://ruinadalia.com.tr/,no_source_visible_email,,,
2026-06-18T21:52:52Z,failed,derinnlara.com.tr,,,https://derinnlara.com.tr,derinnlara.com.tr,,,,0,,homepage_fetch_failed,,,
2026-06-18T21:53:29Z,found,comfortbasaranotel.com,,,https://comfortbasaranotel.com,comfortbasaranotel.com,comfortbasaranotel@outlook.com,comfortbasaranotel@outlook.com,https://comfortbasaranotel.com/,5,https://comfortbasaranotel.com/ | https://comfortbasaranotel.com/contacts/ | https://comfortbasaranotel.com/about/ | https://comfortbasaranotel.com/booking/ | https://comfortbasaranotel.com/contacts/,source_visible_email_found,,,
2026-06-18T21:53:33Z,found,sevencityhotel.com,,,https://sevencityhotel.com,sevencityhotel.com,info@sevencityhotel.com,info@sevencityhotel.com,https://www.sevencityhotel.com/,8,https://www.sevencityhotel.com/ | https://www.sevencityhotel.com/categories-hakkimizda | https://www.sevencityhotel.com/cmscorporate-iletisim | https://www.sevencityhotel.com/product-aile-odasi | https://www.sevencityhotel.com/product-iki-yatakli-uc-kisilik-oda | https://www.sevencityhotel.com/product-cift-kisilik-oda | https://www.sevencityhotel.com/product-tek-kisilik-oda | https://www.sevencityhotel.com/cms-kvkk-aydinlatma-metni,source_visible_email_found,,,
