run_date,lead_id,hotel_name,city,hotel_type_or_segment,website,instagram,phone,verified_email,email_source_url,website_source_url,instagram_source_url,phone_source_url,decision_maker_name,decision_maker_source_url,confidence_score,action_class,best_first_contact_channel,touristnettr_integration_point,short_note,reason_for_fit,validation_notes
2026-06-18,polo-suit-otel-avc-lar-polosuit-com-d70628cb16,Polo Suit Otel,Avcılar,hotel,https://polosuit.com/,,+905427778784,bilgi@polosuit.com,https://polosuit.com/,https://polosuit.com/,,https://polosuit.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://polosuit.com/; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
2026-06-18,i-leti-im-avc-lar-e5parkotel-com-7cad72b9a9,İletişim,Avcılar,hotel,https://e5parkotel.com/tr/iletisim,,+905321379572,info@e5parkotel.com,https://e5parkotel.com/tr/iletisim,https://e5parkotel.com/tr/iletisim,,https://e5parkotel.com/tr/iletisim,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://e5parkotel.com/tr/iletisim, https://e5parkotel.com/tr/kurumsal; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,a-ija-hotel-beykoz-ajiahotel-com-f091446119,A'ija Hotel,Beykoz,hotel,https://www.ajiahotel.com/anasayfa,@ajiahotelofficial,+902164139300,info@ajiahotel.com,https://www.ajiahotel.com/anasayfa,https://www.ajiahotel.com/anasayfa,https://www.ajiahotel.com/anasayfa,https://www.ajiahotel.com/anasayfa,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.ajiahotel.com/anasayfa, https://www.ajiahotel.com/kvkk-aydinlatma-metni, https://www.ajiahotel.com/iletisim; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,esenyurt-otel-beylikd-z-beyparkhotel-com-58b223ec7d,Esenyurt Otel,Beylikdüzü,hotel,https://www.beyparkhotel.com/aktiviteler/20-esenyurt-otel---luks-otel-ekonomik-fiyat---beypark-otel,,+900533931128,beyparkotel@gmail.com,https://www.beyparkhotel.com/aktiviteler/20-esenyurt-otel---luks-otel-ekonomik-fiyat---beypark-otel,https://www.beyparkhotel.com/aktiviteler/20-esenyurt-otel---luks-otel-ekonomik-fiyat---beypark-otel,,https://www.beyparkhotel.com/aktiviteler/20-esenyurt-otel---luks-otel-ekonomik-fiyat---beypark-otel,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://www.beyparkhotel.com/aktiviteler/20-esenyurt-otel---luks-otel-ekonomik-fiyat---beypark-otel, https://www.beyparkhotel.com/iletisim, https://www.beyparkhotel.com/sayfa/9-hakkimizda; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,ea-exclusive-hotel-beyo-lu-eaexclusivehotel-com-e57c57184f,EA Exclusive Hotel,Beyoğlu,hotel,https://www.eaexclusivehotel.com/tr,@eahotel,+902122553000,info@eaexclusivehotel.com,https://www.eaexclusivehotel.com/tr/about,https://www.eaexclusivehotel.com/tr,https://www.eaexclusivehotel.com/tr,https://www.eaexclusivehotel.com/tr,,,100,A_APPROVED,email,guest welcome message / room QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.eaexclusivehotel.com/tr, https://www.eaexclusivehotel.com/tr/about, https://www.eaexclusivehotel.com/tr/contact, https://www.eaexclusivehotel.com/tr/kvkk; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,berfinn-hotel-ortak-y-be-ikta-berfinnhotelortakoy-com-b6c5a1a73f,Berfinn Hotel Ortaköy,Beşiktaş,hotel,https://berfinnhotelortakoy.com/,@berfinnhotelortakoy,+902122591756,berfinnhotelortakoy@gmail.com,https://berfinnhotelortakoy.com/,https://berfinnhotelortakoy.com/,https://berfinnhotelortakoy.com/,https://berfinnhotelortakoy.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 6 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://berfinnhotelortakoy.com/, https://berfinnhotelortakoy.com/contacts/, https://berfinnhotelortakoy.com/guest-account/, https://berfinnhotelortakoy.com/booking/, https://berfinnhotelortakoy.com/about/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,contact-be-ikta-ortakoysuiteshotel-com-2f0f0c35d1,Contact,Beşiktaş,apart/suite hotel,https://www.ortakoysuiteshotel.com/contact,@ortakoysuiteshotel,+905424745958,bahanaltd@gmail.com,https://www.ortakoysuiteshotel.com/contact,https://www.ortakoysuiteshotel.com/contact,https://www.ortakoysuiteshotel.com/contact,https://www.ortakoysuiteshotel.com/contact,,,95,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.ortakoysuiteshotel.com/contact; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
2026-06-18,b-y-kada-otel-b-y-kada-buyukadaotel-com-tr-be40f2de65,Büyükada Otel,Büyükada,hotel,https://buyukadaotel.com.tr/,@buyukadaotel,+902163821444,info@buyukadaotel.com.tr,https://buyukadaotel.com.tr/,https://buyukadaotel.com.tr/,https://buyukadaotel.com.tr/,https://buyukadaotel.com.tr/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://buyukadaotel.com.tr/, https://buyukadaotel.com.tr/buyukada-otel-yorumlari, https://buyukadaotel.com.tr/iletisim; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,b-y-kada-port-otel-b-y-kada-buyukadaportotel-com-2fd6c7e7a7,Büyükada Port Otel,Büyükada,hotel,https://buyukadaportotel.com/,@portbuyukada,+902163821258,info@buyukadaportotel.com,https://buyukadaportotel.com/,https://buyukadaportotel.com/,https://buyukadaportotel.com/,https://buyukadaportotel.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://buyukadaportotel.com/, https://buyukadaportotel.com/buyukada-port-otel-yorumlari, https://buyukadaportotel.com/iletisim; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,nar-hotel-b-y-kada-istanbul-b-y-kada-buyukadacinarhotel-com-1598fcaae5,"Çınar Hotel Büyükada, Istanbul",Büyükada,hotel,https://buyukadacinarhotel.com/,@buyukadacinarhotel,+905376939555,buyukadacinarhotel@gmail.com,https://buyukadacinarhotel.com/,https://buyukadacinarhotel.com/,https://buyukadacinarhotel.com/,https://buyukadacinarhotel.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://buyukadacinarhotel.com/, https://buyukadacinarhotel.com/about/, https://buyukadacinarhotel.com/contacts/, https://buyukadacinarhotel.com/booking/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,center-hill-hotel-cankurtaran-sultanahmet-centerhillhotel-com-86971f64d4,Center Hill Hotel,Cankurtaran/Sultanahmet,hotel,https://www.centerhillhotel.com/location,,+902126381156,info@centerhillhotel.com,https://www.centerhillhotel.com/location,https://www.centerhillhotel.com/location,,https://www.centerhillhotel.com/location,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.centerhillhotel.com/location; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
2026-06-18,cihangirhotel-cihangir-cukurcuma-cihangirhotel-com-83dc26b6cd,Cihangirhotel,Cihangir/Cukurcuma,hotel,https://www.cihangirhotel.com/en/contact,@cihangir_hotel,+902122515317,info@cihangirhotel.com,https://www.cihangirhotel.com/en/contact,https://www.cihangirhotel.com/en/contact,https://www.cihangirhotel.com/en/contact,https://www.cihangirhotel.com/en/contact,,,100,A_APPROVED,email,WhatsApp check-in / pre-arrival message,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 7 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.cihangirhotel.com/en/contact, https://www.cihangirhotel.com/en/about, https://www.cihangirhotel.com/tr/contact, https://www.cihangirhotel.com/de/contact, https://www.cihangirhotel.com/fr/contact; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,dab-hotel-esenyurt-esenyurt-dabhotel-com-6bfbaca5f2,Dab Hotel Esenyurt,Esenyurt,hotel,https://www.dabhotel.com/,@dabhotel,+902126996060,info@dabhotel.com,https://www.dabhotel.com/,https://www.dabhotel.com/,https://www.dabhotel.com/,https://www.dabhotel.com/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.dabhotel.com/, https://www.dabhotel.com/iletisim.html; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,i-leti-im-esenyurt-heraldicroomhotel-com-4618fac28a,İletişim,Esenyurt,hotel,https://heraldicroomhotel.com/iletisim/,@heraldicroomhotel,+902128530588,info@heraldicroomhotel.com,https://heraldicroomhotel.com/iletisim/,https://heraldicroomhotel.com/iletisim/,https://heraldicroomhotel.com/iletisim/,https://heraldicroomhotel.com/iletisim/,,,100,A_APPROVED,email,guest welcome message / room QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://heraldicroomhotel.com/iletisim/, https://heraldicroomhotel.com/hakkimizda/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,1-boutique-hotels-in-istanbul-fatih-turkey-fatih-myboutiquehotel-com-dfcda50aa3,1 Boutique Hotels in Istanbul Fatih Turkey,Fatih,boutique,https://www.myboutiquehotel.com/en/boutique-hotels-istanbul/fatih/,,,booking@myboutiquehotel.com,https://www.myboutiquehotel.com/en/sales-conditions.html,https://www.myboutiquehotel.com/en/boutique-hotels-istanbul/fatih/,,,,,100,A_APPROVED,email,guest welcome message / room QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 5 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official/relevant hotel page.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://www.myboutiquehotel.com/en/boutique-hotels-istanbul/fatih/, https://www.myboutiquehotel.com/en/theme-guesthouse.html, https://www.myboutiquehotel.com/en/contact.php, https://www.myboutiquehotel.com/en/sales-conditions.html, https://www.myboutiquehotel.com/en/contactpro.php; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,6-boutique-hotels-in-istanbul-sultanahmet-fatih-myboutiquehotel-com-77c4439243,6 Boutique Hotels in Istanbul Sultanahmet,Fatih,boutique,https://www.myboutiquehotel.com/en/boutique-hotels-istanbul/sultanahmet-old-city/,,,booking@myboutiquehotel.com,https://www.myboutiquehotel.com/en/sales-conditions.html,https://www.myboutiquehotel.com/en/boutique-hotels-istanbul/sultanahmet-old-city/,,,,,100,A_APPROVED,email,guest welcome message / room QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 5 page(s).,Hotel/accommodation keywords verified.,"Email decoded from Cloudflare email-protection on official/relevant hotel page.; Phone optional; not required for daily email-ready lead.; Checked URLs: https://www.myboutiquehotel.com/en/boutique-hotels-istanbul/sultanahmet-old-city/, https://www.myboutiquehotel.com/en/theme-guesthouse.html, https://www.myboutiquehotel.com/en/contact.php, https://www.myboutiquehotel.com/en/sales-conditions.html, https://www.myboutiquehotel.com/en/contactpro.php; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,bluesuitesbyv-fatih-bluesuitesbyv-com-7ba9547e1a,Bluesuitesbyv,Fatih,apart/suite,https://bluesuitesbyv.com/contact-us/,,+905326818888,info@bluesuitesbyv.com,https://bluesuitesbyv.com/contact-us/,https://bluesuitesbyv.com/contact-us/,,https://bluesuitesbyv.com/contact-us/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://bluesuitesbyv.com/contact-us/, https://bluesuitesbyv.com/about-us/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,book-hotel-kumkapi-konagi-istanbul-updated-2026-prices-fatih-almosafer-com-049a2a2ae4,"Book Hotel Kumkapi Konagi, Istanbul, Updated 2026 Prices ...",Fatih,small-hotel,https://global.almosafer.com/en/hotel/details/atg/hotel-kumkapi-konagi-1073155,@almosafertravel_sa,+909665544000,general.inquiries@almosafer.com,https://corporate.almosafer.com/en,https://global.almosafer.com/en/hotel/details/atg/hotel-kumkapi-konagi-1073155,https://global.almosafer.com/en/hotel/details/atg/hotel-kumkapi-konagi-1073155,https://global.almosafer.com/en/hotel/details/atg/hotel-kumkapi-konagi-1073155,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 5 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://global.almosafer.com/en/hotel/details/atg/hotel-kumkapi-konagi-1073155, https://global.almosafer.com/en/about-us, https://corporate.almosafer.com/ar/careers, https://corporate.almosafer.com/en, https://global.almosafer.com/en/contact-us; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,californiahotelistanbul-fatih-californiahotelistanbul-com-91382f3796,Californiahotelistanbul,Fatih,small-hotel,https://californiahotelistanbul.com/contact-us/,,+905056432568,info@californiahotelistanbul.com,https://californiahotelistanbul.com/contact-us/,https://californiahotelistanbul.com/contact-us/,,https://californiahotelistanbul.com/contact-us/,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 4 page(s).,Hotel/accommodation keywords verified.,"Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://californiahotelistanbul.com/contact-us/, https://californiahotelistanbul.com/about-us/, https://californiahotelistanbul.com/about-us, https://californiahotelistanbul.com/tr/contact-us/; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,catchsultanahmet-fatih-catchsultanahmet-com-9b607e2137,Catchsultanahmet,Fatih,small-hotel,https://www.catchsultanahmet.com/contact-us,@catchsultanahmet,+902125168787,info@catchsultanahmet.com,https://www.catchsultanahmet.com/contact-us,https://www.catchsultanahmet.com/contact-us,https://www.catchsultanahmet.com/contact-us,https://www.catchsultanahmet.com/contact-us,,,100,A_APPROVED,email,reservation confirmation / pre-arrival email,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.catchsultanahmet.com/contact-us, https://www.catchsultanahmet.com/tr/contact-us; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,erk-hotel-fatih-erkhotel-com-4d531ddc6a,Erk Hotel,Fatih,small-hotel,https://erkhotel.com/,,+902125912222,info@erkhotel.com,https://erkhotel.com/,https://erkhotel.com/,,https://erkhotel.com/,,,100,A_APPROVED,email,guest welcome message / room QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 2 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://erkhotel.com/, https://erkhotel.com/contact.php; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,ersu-hotel-sirkeci-fatih-sirkeciersuhotel-com-d435998149,Ersu Hotel Sirkeci,Fatih,small-hotel,http://www.sirkeciersuhotel.com/,@ersuhotel,+902125110502,info@sirkeciersuhotel.com,http://www.sirkeciersuhotel.com/,http://www.sirkeciersuhotel.com/,http://www.sirkeciersuhotel.com/,http://www.sirkeciersuhotel.com/,,,100,A_APPROVED,email,reception QR / front-office guest handoff,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 3 page(s).,Hotel/accommodation keywords verified.,"Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: http://www.sirkeciersuhotel.com/, http://www.sirkeciersuhotel.com/about.html, http://www.sirkeciersuhotel.com/contact.html; Decision maker optional by 2026-06-15 rule change.; No inferred email used."
2026-06-18,escardin-hotel-fatih-escardinhotel-com-43335a7fd5,Escardin Hotel,Fatih,small-hotel,https://www.escardinhotel.com/contact.html,,+902125172353,info@escardinhotel.com,https://www.escardinhotel.com/contact.html,https://www.escardinhotel.com/contact.html,,https://www.escardinhotel.com/contact.html,,,100,A_APPROVED,email,reservation email / reception QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from mailto link on official/relevant hotel page.; Phone found on source page.; Checked URLs: https://www.escardinhotel.com/contact.html; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
2026-06-18,gedik-pasa-konagi-istanbul-fatih-gedikpasakonagi-com-2c27d8b294,Gedik Pasa Konagi Istanbul,Fatih,small-hotel,https://www.gedikpasakonagi.com/,,+902126380809,info@gedikpasakonagi.com,https://www.gedikpasakonagi.com/,https://www.gedikpasakonagi.com/,,https://www.gedikpasakonagi.com/,,,100,A_APPROVED,email,guest welcome message / room QR,Email-ready hotel lead. Source-valid hotel email found; decision-maker not required. Checked 1 page(s).,Hotel/accommodation keywords verified.,Email extracted from official/relevant hotel page HTML/text.; Phone found on source page.; Checked URLs: https://www.gedikpasakonagi.com/; Decision maker optional by 2026-06-15 rule change.; No inferred email used.
